ensg	hgnc	chrom	obs_lof	exp_lof	prior_mean	post_mean	post_lower_95	post_upper_95
ENSG00000166900	HGNC:11438	chr11	6.0	19.602	0.01005408	0.0127163	0.00125805	0.02965005
ENSG00000121931	HGNC:30299	chr1	10.0	24.947	0.01286416	0.01271986	0.00078805	0.03858105
ENSG00000135452	HGNC:10539	chr12	3.0	11.409	0.00883166	0.01272019	0.00049605	0.03995005
ENSG00000181929	HGNC:9385	chr12	11.0	22.74	0.02824184	0.01273373	0.00401105	0.02405105
ENSG00000198908	HGNC:29353	chrX	4.0	9.011	0.07183485	0.01273465	0.00058405	0.03572705
ENSG00000107249	HGNC:28510	chr9	18.0	36.275	0.09781008	0.01273744	0.00530505	0.02157105
ENSG00000269791	HGNC:16880	chrX	1.0	2.0974	0.00958012	0.01274333	1.705e-05	0.05788604
ENSG00000168944	HGNC:26690	chr5	32.0	54.079	0.01454688	0.01274901	0.00444405	0.02243005
ENSG00000103187	HGNC:18304	chr16	3.0	6.5466	0.02796805	0.01274959	0.00126705	0.03657605
ENSG00000145293	HGNC:24599	chr4	6.0	14.449	0.03586556	0.01276228	0.00328005	0.02578805
ENSG00000137571	HGNC:19046	chr8	15.0	31.906	0.02257163	0.01276314	0.00570705	0.02164805
ENSG00000159713	HGNC:24162	chr16	1.0	4.7644	0.01428093	0.01276403	0.00070805	0.04243005
ENSG00000106624	HGNC:303	chr7	27.0	58.212	0.00419811	0.01276593	0.00258705	0.02389305
ENSG00000159593	HGNC:621	chr16	26.0	38.332	0.01425512	0.01276837	0.00349705	0.02455205
ENSG00000178363	HGNC:1452	chr10	4.0	3.1666	0.01283273	0.01277453	3.005e-05	0.05577704
ENSG00000187808	HGNC:32960	chrX	0.0	2.2209	0.01273298	0.01277565	3.705e-05	0.05585804
ENSG00000135736	HGNC:28097	chr16	10.0	20.049	0.01721527	0.01278087	0.00134905	0.03172105
ENSG00000168014	HGNC:24564	chr11	46.0	91.392	0.00940619	0.01278146	0.00618405	0.02012505
ENSG00000255398	HGNC:16824	chr12	9.0	5.727	0.01280505	0.01279156	2.905e-05	0.05584604
ENSG00000138614	HGNC:25372	chr15	12.0	23.671	0.02299312	0.01279532	0.00460805	0.02342905
ENSG00000164919	HGNC:2285	chr8	2.0	3.2488	0.01373722	0.01279894	0.00023205	0.04910605
ENSG00000134709	HGNC:19884	chr1	21.0	48.511	0.00630286	0.0127995	0.00221105	0.02543205
ENSG00000105875	HGNC:24997	chr7	16.0	39.102	0.01589889	0.0128098	0.00488905	0.02257705
ENSG00000239282	HGNC:34423	chr22	5.0	14.095	0.01427644	0.01281352	0.00220505	0.03750405
ENSG00000086827	HGNC:13194	chr11	12.0	37.055	0.00448121	0.01281406	0.00067005	0.03030105
ENSG00000159921	HGNC:23657	chr9	27.0	32.056	0.03254621	0.01281782	0.00574605	0.02156505
ENSG00000156136	HGNC:2704	chr4	10.0	16.389	0.01639978	0.01282445	0.00212205	0.02907305
ENSG00000101654	HGNC:10075	chr18	11.0	23.918	0.01005386	0.01282497	0.00132105	0.03091205
ENSG00000230989	HGNC:5203	chr16	1.0	3.202	0.02244574	0.01282611	0.00107305	0.03979505
ENSG00000152382	HGNC:30631	chr1	5.0	17.439	0.02538618	0.01283275	0.00272005	0.02822205
ENSG00000091513	HGNC:11740	chr3	18.0	35.445	0.01671265	0.01283416	0.00411605	0.02402405
ENSG00000140280	HGNC:28571	chr15	1.0	5.1991	0.00694347	0.01285487	0.00016005	0.05516304
ENSG00000087157	HGNC:30029	chr17	20.0	25.707	0.03457832	0.01286619	0.00518505	0.02270505
ENSG00000168067	HGNC:6864	chr11	27.0	54.038	0.04607606	0.01287232	0.00585305	0.02167405
ENSG00000143067	HGNC:32034	chr1	6.0	13.298	0.03243574	0.01287687	0.00190205	0.03292005
ENSG00000100376	HGNC:1313	chr22	9.0	15.637	0.01337563	0.01288301	0.00222505	0.03120605
ENSG00000140743	HGNC:1799	chr16	13.0	20.152	0.02467197	0.01288429	0.00236605	0.02803405
ENSG00000117091	HGNC:1683	chr1	8.0	9.6086	0.01169408	0.01288715	0.00022105	0.05270104
ENSG00000052802	HGNC:10545	chr4	4.0	13.024	0.00901984	0.01288891	0.00065605	0.03906705
ENSG00000041988	HGNC:20855	chr1	4.0	6.675	0.01346314	0.01290815	0.00067005	0.04252105
ENSG00000174775	HGNC:5173	chr11	3.0	8.3692	0.12548217	0.01290957	0.00275605	0.02744805
ENSG00000240871	HGNC:18898	chr17	5.0	3.7496	0.01293882	0.01291575	2.405e-05	0.05636904
ENSG00000070476	HGNC:28160	chr3	18.0	26.559	0.03805681	0.01292857	0.00315105	0.02636405
ENSG00000127366	HGNC:14912	chr7	5.0	6.7047	0.01309899	0.01294264	1.805e-05	0.05621104
ENSG00000115423	HGNC:2951	chr2	94.0	194.69	0.00499652	0.01294518	0.00690405	0.01932505
ENSG00000170215	HGNC:23667	chr9	1.0	0.26553	0.01297175	0.01294702	2.005e-05	0.05636404
ENSG00000066926	HGNC:3647	chr18	9.0	25.487	0.00816371	0.01294955	0.00286505	0.02785805
ENSG00000213888	HGNC:26029	chr22			0.01294254	0.01295627	3.005e-05	0.05668304
ENSG00000148343	HGNC:23621	chr9	13.0	30.991	0.02730134	0.0129604	0.00410905	0.02478105
ENSG00000116701	HGNC:7661	chr1	16.0	32.72	0.03774959	0.01297775	0.00506305	0.02291205
ENSG00000170775	HGNC:4494	chr7	9.0	19.894	0.0168429	0.01299055	0.00090005	0.03136805
ENSG00000180008	HGNC:19392	chr14	10.0	16.201	0.04761071	0.01300426	0.00434905	0.02409905
ENSG00000184984	HGNC:1954	chr15	7.0	17.701	0.0182375	0.01300935	0.00330005	0.02559805
ENSG00000152556	HGNC:8877	chr12	34.0	46.561	0.03226316	0.01303063	0.00619605	0.02102805
ENSG00000203943	HGNC:24582	chr1	4.0	6.3572	0.05080845	0.01303887	0.00200005	0.03166105
ENSG00000168496	HGNC:3650	chr11	8.0	11.281	0.06317565	0.01303998	0.00330205	0.02659605
ENSG00000100124	HGNC:25185	chr22	7.0	15.864	0.01745338	0.01304337	0.00199105	0.03057905
ENSG00000100139	HGNC:29804	chr22	17.0	33.9	0.02687216	0.01304399	0.00386205	0.02504405
ENSG00000187240	HGNC:2962	chr11	113.0	229.26	0.01669245	0.01307589	0.00828605	0.01826605
ENSG00000145451	HGNC:4328	chr4	13.0	29.629	0.01096801	0.0130773	0.00391105	0.02434805
ENSG00000168566	HGNC:21368	chr6	15.0	19.73	0.01409692	0.01307798	0.00233205	0.02861105
ENSG00000198354	HGNC:32950	chrX	5.0	10.108	0.11687555	0.01308481	0.00280905	0.02781005
ENSG00000204709	HGNC:21195	chr6	0.0	1.0261	0.01118142	0.01308557	2.105e-05	0.05871004
ENSG00000119280	HGNC:25900	chr1	7.0	12.946	0.0230157	0.01309133	0.00137005	0.03340105
ENSG00000149596	HGNC:14202	chr20	11.0	23.323	0.03393019	0.01310481	0.00401505	0.02544305
ENSG00000140479	HGNC:8569	chr15	29.0	53.853	0.02335566	0.01310481	0.00444405	0.02292005
ENSG00000121680	HGNC:8857	chr11	10.0	20.559	0.01286139	0.01311041	0.00164005	0.03074805
ENSG00000137103	HGNC:21427	chr9	12.0	20.47	0.01460532	0.01311203	0.00386005	0.02639205
ENSG00000140740	HGNC:12586	chr16	13.0	24.787	0.01718259	0.01312196	0.00225905	0.02829605
ENSG00000060138	HGNC:2428	chr12	11.0	18.905	0.03934931	0.01312305	0.00235905	0.02820305
ENSG00000093009	HGNC:1739	chr22	14.0	36.593	0.01185265	0.013124	0.00267605	0.02730905
ENSG00000092841	HGNC:7587	chr12	6.0	9.1559	0.02389252	0.01313114	0.00153905	0.03426505
ENSG00000137507	HGNC:4161	chr11	7.0	14.268	0.01405028	0.01313673	0.00236205	0.02967705
ENSG00000169871	HGNC:19028	chr7	9.0	17.532	0.01155272	0.01314001	0.00083705	0.03458105
ENSG00000213057	HGNC:33805	chr1	1.0	3.2273	0.01316362	0.01314602	2.005e-05	0.05739004
ENSG00000221852	HGNC:16777	chr17	4.0	5.468	0.01325537	0.01314867	2.605e-05	0.05757904
ENSG00000011600	HGNC:12449	chr19	2.0	6.8381	0.01616934	0.01315079	0.00019005	0.06331704
ENSG00000120088	HGNC:2357	chr17	12.0	27.244	0.03547251	0.01315257	0.00368105	0.03479805
ENSG00000162409	HGNC:9377	chr1	16.0	26.396	0.05919204	0.0131535	0.00584305	0.02227005
ENSG00000009780	HGNC:28530	chr1	11.0	19.529	0.07989745	0.0131543	0.00388205	0.02599905
ENSG00000143147	HGNC:23694	chr1	9.0	19.98	0.02961507	0.01315911	0.00384805	0.02600605
ENSG00000166908	HGNC:23786	chr12	8.0	19.99	0.06444632	0.01316024	0.00545005	0.02282605
ENSG00000172350	HGNC:13884	chr11	15.0	28.199	0.03160432	0.01316385	0.00560205	0.02275905
ENSG00000257093	HGNC:29472	chr7	9.0	19.404	0.02030373	0.01317128	0.00268005	0.02824905
ENSG00000177300	HGNC:2044	chr4	3.0	6.4884	0.01303853	0.0131744	2.105e-05	0.05757704
ENSG00000112249	HGNC:18697	chr6	55.0	121.31	0.05453825	0.01317542	0.00854905	0.01828405
ENSG00000048471	HGNC:30542	chr16	23.0	43.974	0.02617204	0.01318779	0.00604105	0.02190605
ENSG00000112964	HGNC:4263	chr5	12.0	29.384	0.02304131	0.01319267	0.00483405	0.02395805
ENSG00000215193	HGNC:22965	chr22	1.0	12.958	0.00500488	0.01319592	0.00021705	0.04239505
ENSG00000141873	HGNC:17128	chr19	2.0	5.3303	0.01203875	0.01319625	0.00086205	0.04325005
ENSG00000145287	HGNC:19254	chr4	2.0	5.3267	0.01706873	0.01320806	0.00100205	0.03891405
ENSG00000169193	HGNC:22398	chr7	2.0	5.3188	0.0211415	0.01320976	0.00095005	0.03900605
ENSG00000138135	HGNC:1907	chr10	2.0	7.2081	0.01329408	0.01321354	0.00017905	0.05607704
ENSG00000103067	HGNC:26152	chr16	17.0	35.681	0.00998461	0.01321698	0.00203605	0.02641205
ENSG00000144647	HGNC:25902	chr3	11.0	18.028	0.01797806	0.01321699	0.00344605	0.02689105
ENSG00000078549	HGNC:242	chr7	20.0	33.544	0.01987993	0.01321825	0.00455605	0.02401705
ENSG00000212747	HGNC:33156	chrX	2.0	1.0828	0.01330529	0.01322078	3.005e-05	0.05802204
ENSG00000151148	HGNC:13478	chr12	24.0	61.951	0.01631062	0.013223	0.00614305	0.02239105
ENSG00000205133	HGNC:27828	chr8	3.0	3.7306	0.01261234	0.01322493	0.00035305	0.05349404
ENSG00000106351	HGNC:5177	chr7	9.0	19.141	0.02758564	0.01322576	0.00212705	0.03394805
ENSG00000166471	HGNC:28948	chr11	3.0	12.379	0.01323262	0.01323193	0.00150705	0.04192505
ENSG00000157259	HGNC:29941	chr7	2.0	9.6434	0.02623932	0.01323227	0.00205705	0.03112105
ENSG00000198369	HGNC:17722	chr2	13.0	19.309	0.08107147	0.01325641	0.00490005	0.02354005
ENSG00000155393	HGNC:26087	chr16	15.0	27.995	0.01934589	0.01326416	0.00333505	0.02750705
ENSG00000142186	HGNC:14372	chr11	20.0	42.955	0.01869791	0.01326524	0.00345205	0.02581305
ENSG00000232560	HGNC:1277	chr21	2.0	2.527	0.01092113	0.01326722	2.605e-05	0.06016204
ENSG00000165795	HGNC:14460	chr14	12.0	25.805	0.01218838	0.01327379	0.00259805	0.02829305
ENSG00000253787	HGNC:53086	chr5			0.01332357	0.01327388	3.005e-05	0.05828304
ENSG00000259518	HGNC:51425	chr15			0.01340348	0.01327388	3.005e-05	0.05828304
ENSG00000267772	HGNC:52834	chr17			0.01327794	0.01327388	3.005e-05	0.05828304
ENSG00000265352	HGNC:52718	chr18			0.01328486	0.01327388	3.005e-05	0.05828304
ENSG00000070610	HGNC:18986	chr9	39.0	54.208	0.017114	0.01328041	0.00648305	0.02138205
ENSG00000145390	HGNC:29255	chr4	29.0	50.75	0.01044256	0.0132855	0.00429605	0.02393105
ENSG00000112619	HGNC:9942	chr6	4.0	13.762	0.009055	0.01330898	0.00070905	0.03675905
ENSG00000116962	HGNC:7821	chr1	29.0	60.827	0.01259935	0.01331476	0.00504405	0.02238605
ENSG00000145734	HGNC:13652	chr5	55.0	115.54	0.0287056	0.01331876	0.00509505	0.02290005
ENSG00000170624	HGNC:10807	chr5	7.0	15.949	0.00655517	0.01332929	0.00114605	0.03453805
ENSG00000196659	HGNC:26425	chr2	14.0	19.398	0.01334871	0.01333131	9.005e-05	0.05815404
ENSG00000240583	HGNC:633	chr7	3.0	8.8015	0.01081014	0.01334811	0.00061905	0.04122605
ENSG00000145365	HGNC:19075	chr4	2.0	5.4458	0.01443981	0.01335239	0.00069305	0.04089105
ENSG00000102710	HGNC:20596	chr13	30.0	50.347	0.03630338	0.01335408	0.00484905	0.02367605
ENSG00000148985	HGNC:17893	chr11	1.0	13.07	0.01511622	0.01335598	0.00259105	0.03084405
ENSG00000256812	HGNC:16371	chr16	5.0	7.6697	0.01335064	0.01335857	4.905e-05	0.05876104
ENSG00000124762	HGNC:1784	chr6	5.0	7.5908	0.03632416	0.01336542	0.00064005	0.03715005
ENSG00000163449	HGNC:25130	chr2	5.0	11.841	0.0179424	0.01337199	0.00195805	0.03236205
ENSG00000135698	HGNC:7214	chr16	5.0	27.583	0.05692839	0.01338251	0.00182705	0.03441905
ENSG00000248592	HGNC:38834	chr3	9.0	21.704	0.06300051	0.01339209	0.00378005	0.02579705
ENSG00000173349	HGNC:28767	chr2	1.0	1.2024	0.01358548	0.01339601	3.105e-05	0.05891804
ENSG00000260916	HGNC:24227	chr15	12.0	34.45	0.0323039	0.01339719	0.00451205	0.02362705
ENSG00000070413	HGNC:2845	chr22	12.0	21.997	0.03566444	0.01339958	0.00393205	0.02651505
ENSG00000100034	HGNC:19388	chr22	7.0	17.599	0.01604987	0.01340099	0.00290605	0.02918305
ENSG00000278289	HGNC:33271	chrX	0.0	0.22407	0.01357684	0.01340929	2.905e-05	0.05894804
ENSG00000204952	HGNC:31969	chr17	7.0	23.571	0.00326287	0.01340941	0.00014005	0.03882405
ENSG00000213949	HGNC:6134	chr5	36.0	64.349	0.01186168	0.01341629	0.00517605	0.02282905
ENSG00000114520	HGNC:11175	chr3	17.0	31.919	0.02396991	0.01342024	0.00371905	0.02542305
ENSG00000262543	HGNC:53434	chr6			0.01336631	0.01342043	3.605e-05	0.05907804
ENSG00000183726	HGNC:30590	chr1	3.0	10.446	0.02438448	0.01342261	0.00182405	0.03251005
ENSG00000112118	HGNC:6945	chr6	24.0	44.841	0.01875128	0.01342434	0.00539005	0.02337005
ENSG00000167644	HGNC:16668	chr19	0.0	4.0066	0.01501707	0.01342545	0.00017805	0.06179704
ENSG00000109180	HGNC:16074	chr4	12.0	18.14	0.05850603	0.01343305	0.00347205	0.02642605
ENSG00000276410	HGNC:4751	chr6	3.0	2.1855	0.0135996	0.01346087	1.605e-05	0.05870404
ENSG00000074695	HGNC:6631	chr18	10.0	31.063	0.01639162	0.01347167	0.00340005	0.02609905
ENSG00000143632	HGNC:129	chr1	11.0	14.889	0.099242	0.01347774	0.00377305	0.02698105
ENSG00000167785	HGNC:26422	chr19	10.0	15.199	0.01383936	0.01348067	0.00234205	0.03289605
ENSG00000181350	HGNC:32403	chr17	1.0	8.2035	0.02228191	0.01348647	0.00136705	0.04759705
ENSG00000141200	HGNC:29443	chr17	16.0	17.599	0.01359003	0.01349179	2.205e-05	0.05919504
ENSG00000177938	HGNC:24205	chr12	6.0	9.9716	0.01349874	0.01349673	2.605e-05	0.05933104
ENSG00000105428	HGNC:17726	chr19	0.0	1.8352	0.01355256	0.01350624	2.605e-05	0.05939904
ENSG00000106688	HGNC:10939	chr9	12.0	23.347	0.01713056	0.01351001	0.00452205	0.02531505
ENSG00000148848	HGNC:190	chr10	19.0	46.899	0.01399724	0.01351032	0.00509805	0.02373905
ENSG00000118407	HGNC:21015	chr6	24.0	48.334	0.03989752	0.0135106	0.00665605	0.02139505
ENSG00000175315	HGNC:2478	chr11	1.0	4.7495	0.00710124	0.01351506	0.00014205	0.05814904
ENSG00000115290	HGNC:4565	chr2	8.0	29.122	0.00950167	0.01351879	0.00169305	0.03412605
ENSG00000162585	HGNC:26428	chr1	1.0	6.3179	0.00399263	0.01352003	3.405e-05	0.06924504
ENSG00000153233	HGNC:9680	chr12	16.0	34.803	0.01927942	0.01352025	0.00474705	0.02446805
ENSG00000095370	HGNC:16884	chr9	12.0	33.194	0.02927299	0.01352768	0.00501705	0.02455805
ENSG00000162753	HGNC:28664	chr1	18.0	58.076	0.00387167	0.01353086	0.00074705	0.02920205
ENSG00000138741	HGNC:12335	chr4	18.0	38.031	0.03740556	0.01354155	0.00618905	0.02225605
ENSG00000137312	HGNC:3757	chr6	17.0	27.57	0.0162049	0.01355536	0.00474705	0.02511405
ENSG00000126266	HGNC:4498	chr19	5.0	5.9937	0.01327671	0.01355861	3.005e-05	0.05972804
ENSG00000164129	HGNC:7958	chr4	5.0	10.304	0.01209025	0.01356821	0.00092605	0.03919905
ENSG00000173846	HGNC:2154	chr1	15.0	32.4	0.0182907	0.0135785	0.00311605	0.02673205
ENSG00000183340	HGNC:6200	chr11	9.0	18.524	0.01223584	0.01358995	0.00294005	0.02879905
ENSG00000159658	HGNC:29051	chr1	15.0	24.187	0.01643712	0.01359604	0.00203905	0.03099405
ENSG00000122707	HGNC:11345	chr9	25.0	51.979	0.01593603	0.01360313	0.00519805	0.02354405
ENSG00000107829	HGNC:10847	chr10	9.0	21.731	0.00873458	0.01360697	0.00219005	0.03044505
ENSG00000095713	HGNC:14882	chr10	15.0	29.991	0.01933157	0.01361305	0.00494505	0.02465405
ENSG00000136819	HGNC:24932	chr9	10.0	16.89	0.06851548	0.01361383	0.00363305	0.02729905
ENSG00000168288	HGNC:25221	chr2	10.0	17.066	0.01215135	0.01361918	0.00104205	0.03314905
ENSG00000265096	HGNC:44351	chr17	0.0	2.2712	0.01176117	0.01363567	2.805e-05	0.06160404
ENSG00000105675	HGNC:819	chr19	26.0	48.32	0.01441414	0.0136379	0.00529605	0.02396705
ENSG00000164508	HGNC:18729	chr6	3.0	0.83816	0.01360344	0.01364097	1.605e-05	0.05965804
ENSG00000164081	HGNC:30247	chr3	3.0	10.469	0.01252193	0.01364616	0.00082105	0.04015305
ENSG00000125633	HGNC:25611	chr2	21.0	50.014	0.02522864	0.01364727	0.00609905	0.02277505
ENSG00000140307	HGNC:4647	chr15	3.0	5.6206	0.11192204	0.01365212	0.00204605	0.03334605
ENSG00000116455	HGNC:29652	chr1	9.0	19.052	0.01439523	0.01365417	0.00193705	0.03220005
ENSG00000134996	HGNC:8510	chr9	7.0	15.366	0.0155959	0.01366175	0.00165505	0.03416905
ENSG00000172269	HGNC:2995	chr11	10.0	15.676	0.02946687	0.01367297	0.00362305	0.02860005
ENSG00000135740	HGNC:11078	chr16	20.0	42.056	0.03510844	0.01367781	0.00678205	0.02154205
ENSG00000079462	HGNC:8576	chr19	6.0	12.144	0.01500143	0.0136796	0.00145905	0.03403505
ENSG00000163162	HGNC:23137	chr2	8.0	16.954	0.02301311	0.0136861	0.00223505	0.03170105
ENSG00000087338	HGNC:23843	chr2	16.0	32.414	0.0165812	0.0136876	0.00434405	0.02566605
ENSG00000075188	HGNC:29929	chr12	11.0	19.612	0.00699812	0.01368846	0.00069805	0.03634105
ENSG00000184304	HGNC:9407	chr14	18.0	42.888	0.03745271	0.01369047	0.00674005	0.02210705
ENSG00000267041	HGNC:27994	chr19	0.0	4.2096	0.00738306	0.01369086	9.605e-05	0.06373804
ENSG00000143119	HGNC:1686	chr1	6.0	11.953	0.0233695	0.01369833	0.00110305	0.03843405
ENSG00000109927	HGNC:11720	chr11	43.0	95.571	0.0275779	0.01369922	0.00770005	0.02035005
ENSG00000172058	HGNC:10755	chr5			0.01385408	0.01371298	0.00012505	0.05943504
ENSG00000141665	HGNC:13617	chr18	4.0	21.592	0.00343361	0.01372281	0.00015105	0.04395105
ENSG00000214188	HGNC:18835	chr7	3.0	5.1405	0.01350422	0.01372505	3.005e-05	0.06057104
ENSG00000134440	HGNC:7643	chr18	20.0	37.231	0.02268383	0.01373528	0.00531605	0.02359605
ENSG00000141447	HGNC:16398	chr18	23.0	62.399	0.03024749	0.01373971	0.00680505	0.02211405
ENSG00000206422	HGNC:30219	chr18	8.0	6.6907	0.01389983	0.0137422	2.705e-05	0.06061504
ENSG00000180389	HGNC:34026	chr13	0.0	0.74668	0.01406436	0.01374463	6.505e-05	0.06054204
ENSG00000093167	HGNC:6703	chr3	46.0	59.826	0.06751692	0.01374583	0.00677105	0.02158705
ENSG00000221813	HGNC:8354	chr7	8.0	7.7113	0.01372626	0.01374821	9.805e-05	0.06006804
ENSG00000188766	HGNC:31041	chr19	3.0	11.288	0.04387119	0.01376063	0.00289605	0.03125205
ENSG00000168386	HGNC:24589	chr3	22.0	43.344	0.00903723	0.01376283	0.00312005	0.02695005
ENSG00000166603	HGNC:6932	chr18	5.0	6.3109	0.01381738	0.01377251	6.505e-05	0.06067604
ENSG00000105248	HGNC:25518	chr19	12.0	17.763	0.05028609	0.01377308	0.00357505	0.02808405
ENSG00000170085	HGNC:24779	chr5	12.0	21.3	0.06008773	0.01378054	0.00648705	0.02237705
ENSG00000125735	HGNC:11930	chr19	4.0	11.461	0.00453478	0.01378231	0.00018905	0.04593505
ENSG00000182199	HGNC:10852	chr12	16.0	28.408	0.01941863	0.01378727	0.00354405	0.02612305
ENSG00000119401	HGNC:16380	chr9	7.0	15.385	0.05474994	0.01378758	0.00465405	0.02646505
ENSG00000163629	HGNC:9646	chr4	61.0	117.54	0.00790457	0.01379607	0.00638205	0.02159905
ENSG00000180861	HGNC:26598	chr12	2.0	2.5639	0.00989076	0.01381686	2.605e-05	0.06418004
ENSG00000226650	HGNC:6322	chr5	38.0	39.135	0.01370518	0.01383333	5.305e-05	0.06110404
ENSG00000109762	HGNC:21883	chr4	16.0	46.936	0.01071156	0.01383642	0.00455405	0.02505605
ENSG00000148943	HGNC:17789	chr11	4.0	11.443	0.02587836	0.0138395	0.00329205	0.02923705
ENSG00000267270	HGNC:44109	chr18			0.01391718	0.01384654	3.005e-05	0.06118904
ENSG00000085552	HGNC:18132	chr1	28.0	54.435	0.01515677	0.0138514	0.00555705	0.02339405
ENSG00000164252	HGNC:24684	chr5	15.0	39.596	0.03654664	0.01385554	0.00603805	0.02311005
ENSG00000160191	HGNC:8795	chr21	12.0	40.062	0.00699646	0.01386041	0.00354605	0.02744405
ENSG00000186150	HGNC:32309	chr1	2.0	2.3172	0.01402981	0.01386335	2.205e-05	0.06109904
ENSG00000139168	HGNC:29620	chr12	6.0	13.039	0.02193632	0.01387179	0.00194305	0.03307605
ENSG00000084444	HGNC:29288	chr12	9.0	31.469	0.01100277	0.01387696	0.00230505	0.02782605
ENSG00000172840	HGNC:30263	chr16	9.0	16.26	0.01650387	0.01388023	0.00253105	0.03067305
ENSG00000197921	HGNC:19764	chr1	1.0	3.3881	0.00933779	0.0138808	0.00016005	0.06166304
ENSG00000171320	HGNC:27230	chr8	15.0	27.716	0.01058078	0.01390191	0.00088805	0.03591405
ENSG00000151917	HGNC:20871	chr6	7.0	13.43	0.02076354	0.01390756	0.00185505	0.03346005
ENSG00000180398	HGNC:18451	chr2	2.0	4.8709	0.02489162	0.01390843	0.00109105	0.04176705
ENSG00000143390	HGNC:9986	chr1	20.0	26.323	0.04910451	0.01390921	0.00479705	0.02519205
ENSG00000114346	HGNC:3155	chr3	24.0	51.396	0.04774152	0.01391218	0.00660605	0.02253305
ENSG00000121281	HGNC:238	chr16	20.0	52.655	0.01643735	0.01391419	0.00660405	0.02238705
ENSG00000121775	HGNC:25510	chr1	8.0	23.383	0.02990598	0.01391985	0.00451405	0.02790605
ENSG00000198443	HGNC:18907	chr17	3.0	2.7859	0.0136641	0.01392069	1.205e-05	0.06073004
ENSG00000151577	HGNC:3024	chr3	7.0	16.299	0.04057245	0.01393171	0.00370705	0.02812405
ENSG00000100575	HGNC:11819	chr14	3.0	5.1425	0.0191074	0.01394267	0.00112805	0.04264405
ENSG00000137709	HGNC:19864	chr11	14.0	26.458	0.0309859	0.01395158	0.00275205	0.03159005
ENSG00000109790	HGNC:6356	chr4	15.0	35.199	0.02128519	0.01395546	0.00576905	0.02406605
ENSG00000256463	HGNC:10527	chr18	6.0	26.959	0.05339105	0.01397087	0.00280305	0.02592205
ENSG00000007264	HGNC:6906	chr19	14.0	28.592	0.02745281	0.01397852	0.00540305	0.02516305
ENSG00000253320	HGNC:51558	chr8			0.01384264	0.01397953	3.105e-05	0.06187004
ENSG00000169271	HGNC:5248	chr5	6.0	5.3847	0.0136271	0.01398508	3.905e-05	0.06193604
ENSG00000168016	HGNC:29011	chr3	59.0	109.65	0.03048047	0.01399047	0.00810805	0.02065105
ENSG00000139998	HGNC:20150	chr14	6.0	14.378	0.02899371	0.01399101	0.00344305	0.02897705
ENSG00000168268	HGNC:25717	chr3	13.0	28.606	0.01643315	0.01399784	0.00442305	0.02685805
ENSG00000149927	HGNC:2985	chr16	7.0	19.06	0.0207202	0.0139993	0.00399605	0.02845205
ENSG00000176658	HGNC:7598	chr17	29.0	56.199	0.02082027	0.01400339	0.00734305	0.02183205
ENSG00000268738	HGNC:32701	chrX			0.01403069	0.01401424	1.805e-05	0.06173204
ENSG00000085063	HGNC:1689	chr11	0.0	2.9311	0.00798587	0.01401886	0.00010405	0.06487604
ENSG00000234438	HGNC:37227	chr15	13.0	9.8947	0.01390413	0.01402288	2.505e-05	0.06200904
ENSG00000173110	HGNC:5239	chr1	9.0	11.321	0.01412919	0.01403007	2.005e-05	0.06187604
ENSG00000113722	HGNC:1805	chr5	2.0	5.8038	0.01041459	0.0140318	0.00017405	0.05889704
ENSG00000010278	HGNC:1709	chr12	6.0	13.772	0.01274666	0.01403506	0.00111905	0.03764805
ENSG00000085415	HGNC:30379	chr18	6.0	23.356	0.03771701	0.01404092	0.00444905	0.02565505
ENSG00000212122	HGNC:14968	chr5	6.0	6.4775	0.01403166	0.01404267	0.00021605	0.05937504
ENSG00000257591	HGNC:30571	chr19	0.0	4.3765	0.01076301	0.01404905	0.00105305	0.04695105
ENSG00000168096	HGNC:29422	chr16	17.0	35.112	0.01868695	0.01405798	0.00462505	0.02613605
ENSG00000217930	HGNC:29679	chr16	2.0	7.3203	0.010667	0.01405854	0.00038005	0.04796005
ENSG00000145029	HGNC:18317	chr3	4.0	10.689	0.00816959	0.01406489	0.00038405	0.04923105
ENSG00000128829	HGNC:19687	chr15	42.0	94.959	0.04683972	0.01406632	0.00817905	0.02051405
ENSG00000168209	HGNC:24944	chr10	6.0	9.2441	0.03771708	0.014078	0.00095005	0.03780305
ENSG00000168952	HGNC:19666	chr14	8.0	12.242	0.02586698	0.01408321	0.00257405	0.03192305
ENSG00000272674	HGNC:14546	chr5	13.0	16.521	0.01409741	0.01408913	3.705e-05	0.06246404
ENSG00000166887	HGNC:20593	chr15	27.0	54.427	0.04942541	0.01409409	0.00688505	0.02282905
ENSG00000179477	HGNC:430	chr17	12.0	35.248	0.00966572	0.01409748	0.00387305	0.02718605
ENSG00000249222	HGNC:13213	chr22	4.0	1.541	0.01426607	0.0141045	1.205e-05	0.06166104
ENSG00000099992	HGNC:23609	chr22	9.0	26.672	0.01168944	0.01411284	0.00384605	0.02766405
ENSG00000155329	HGNC:25954	chr5	3.0	7.5988	0.01920108	0.01411924	0.00057305	0.04567805
ENSG00000272636	HGNC:2986	chr17	4.0	8.5904	0.02724128	0.01412251	0.00103605	0.04134405
ENSG00000198440	HGNC:26427	chr19	8.0	23.638	0.03112669	0.01413375	0.00462605	0.02698805
ENSG00000228532	HGNC:55054	chrX			0.01412748	0.01416294	2.505e-05	0.06273804
