Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	CYP27B1
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	2/45	0.0832683370751877	0.2579231507210799	0	0	4.3481727574750835	10.808196102234904	NLRC5;TNFAIP3
Positive Regulation Of Transferase Activity (GO:0051347)	3/96	0.08339921068327777	0.2579231507210799	0	0	3.0237300704486465	7.511297559653403	MUSK;ERBB3;ERBB2
Positive Regulation Of DNA-templated Transcription (GO:0045893)	12/719	0.08415898028551523	0.2579231507210799	0	0	1.6146071750032147	3.9962296884256845	HELZ2;CYP27B1;MYOCD;EGF;STAT2;ERBB2;NLRC5;TET1;GLI1;ATF6;HOXC11;NFE2L2
DNA Repair (GO:0006281)	4/155	0.08456991025682695	0.2579231507210799	0	0	2.4885350074646864	6.147121307939287	ERCC6L2;FANCA;TOPBP1;POLE
Cytokine-Mediated Signaling Pathway (GO:0019221)	4/155	0.08456991025682695	0.2579231507210799	0	0	2.4885350074646864	6.147121307939287	OAS1;IL2RA;TNFRSF11A;IL17RA
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	5/219	0.08584042178907933	0.2579231507210799	0	0	2.1991143229732666	5.399409015371421	CYP27B1;MUSK;IFNGR1;EGF;NFE2L2
Regulation Of Interleukin-1 Beta Production (GO:0032651)	2/46	0.08646355381560349	0.2579231507210799	0	0	4.249090909090909	10.401911778371229	TNFAIP3;CD33
Nitrogen Compound Transport (GO:0071705)	3/98	0.08745503575813413	0.2579231507210799	0	0	2.9597096188747734	7.21171871295081	SLC36A1;CUBN;CHMP1A
Modification-Dependent Protein Catabolic Process (GO:0019941)	3/98	0.08745503575813413	0.2579231507210799	0	0	2.9597096188747734	7.21171871295081	ZNRF4;LONP1;KLHL22
Regulation Of Cellular Biosynthetic Process (GO:0031326)	2/47	0.08969520502013556	0.2579231507210799	0	0	4.154412698412698	10.017693070626924	TCOF1;AVIL
Protein Autophosphorylation (GO:0046777)	3/100	0.09159285014665308	0.2579231507210799	0	0	2.8983291859225027	6.928172072574626	MUSK;ERBB2;PASK
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	OAS1
Regulation Of Integrin Activation (GO:0033623)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	FARP2
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	GBP7
Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	OAS1
Neural Crest Cell Differentiation (GO:0014033)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	TCOF1
Neuron Cell-Cell Adhesion (GO:0007158)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	NRXN3
Astrocyte Development (GO:0014002)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	IFNGR1
Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	UNC13C
Cardiocyte Differentiation (GO:0035051)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	MYOCD
Regulation Of Response To Oxidative Stress (GO:1902882)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	NFE2L2
Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	IPPK
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	NLRC5
Cellular Response To Type III Interferon (GO:0071358)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	IFNGR1
Detection Of Visible Light (GO:0009584)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	CNGB1
Digestive Tract Morphogenesis (GO:0048546)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	GLI1
Endoderm Development (GO:0007492)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	HOXC11
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	OAS1
Positive Regulation Of Glial Cell Differentiation (GO:0045687)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	ZNF365
Stem Cell Development (GO:0048864)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	TCOF1
Type III Interferon-Mediated Signaling Pathway (GO:0038196)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	IFNGR1
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	MYO1C
Inner Dynein Arm Assembly (GO:0036159)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	DNAI3
Intraciliary Retrograde Transport (GO:0035721)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	DYNC2I1
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	ACSF3
Protein K48-linked Deubiquitination (GO:0071108)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	TNFAIP3
Protein O-linked Mannosylation (GO:0035269)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	POMT1
Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	ACAD9
Membrane Depolarization (GO:0051899)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	CNGB1
Protein Peptidyl-Prolyl Isomerization (GO:0000413)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	PPIC
Negative Regulation Of Cilium Assembly (GO:1902018)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	ODF2L
Negative Regulation Of Complement Activation (GO:0045916)	1/9	0.09209836834258726	0.2579231507210799	0	0	11.644176136363637	27.770172985082045	SVEP1
Regulation Of Immune Response (GO:0050776)	2/48	0.09296215935418363	0.25900024294297036	0	0	4.063850931677019	9.653932924491437	PDCD1;NFE2L2
Cellular Response To Virus (GO:0098586)	2/48	0.09296215935418363	0.25900024294297036	0	0	4.063850931677019	9.653932924491437	OAS1;IFNGR1
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	2/49	0.09626330525761373	0.2632569420456219	0	0	3.9771428571428573	9.309171331039972	MYO1C;ERBB2
Myeloid Leukocyte Differentiation (GO:0002573)	2/49	0.09626330525761373	0.2632569420456219	0	0	3.9771428571428573	9.309171331039972	FARP2;TNFRSF11A
Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	2/49	0.09626330525761373	0.2632569420456219	0	0	3.9771428571428573	9.309171331039972	MYO1C;RTKN2
Membrane Organization (GO:0061024)	3/103	0.09794920421321313	0.2632569420456219	0	0	2.810862068965517	6.530493438134247	RTP5;CHMP1A;ESYT1
Positive Regulation Of Growth (GO:0045927)	2/50	0.09959755063913275	0.2632569420456219	0	0	3.894047619047619	8.98207918871354	ERBB2;KLHL22
DNA Biosynthetic Process (GO:0071897)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	POLE
Actin Filament Capping (GO:0051693)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	AVIL
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	GBP7
Barbed-End Actin Filament Capping (GO:0051016)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	AVIL
Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	NFE2L2
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	EGF
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	PRODH
Cellular Response To Acid Chemical (GO:0071229)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	LARS1
Pigment Granule Transport (GO:0051904)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	BBS2
Plasma Membrane Repair (GO:0001778)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	CHMP1A
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	COX10
Ceramide Catabolic Process (GO:0046514)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	NEU4
Cranial Nerve Development (GO:0021545)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	ERBB3
Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	GLI1
Positive Regulation Of Chromosome Separation (GO:1905820)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	NCAPG2
Establishment Of Melanosome Localization (GO:0032401)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	BBS2
Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	ERBB3
Glutamine Family Amino Acid Catabolic Process (GO:0009065)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	PRODH
Heme Biosynthetic Process (GO:0006783)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	COX10
Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	GLI1
Melanosome Transport (GO:0032402)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	BBS2
Protein Mannosylation (GO:0035268)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	POMT1
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	TET1
Myoblast Differentiation (GO:0045445)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	MYOCD
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	1/10	0.10179593133678998	0.2632569420456219	0	0	10.349747474747474	23.646949262930388	MYOCD
Regulation Of Viral Genome Replication (GO:0045069)	2/51	0.1029638225461105	0.265009267077013	0	0	3.814344023323615	8.67144422266785	GBP7;OAS1
Epidermis Development (GO:0008544)	2/51	0.1029638225461105	0.265009267077013	0	0	3.814344023323615	8.67144422266785	SVEP1;GLI1
Proteolysis Involved In Protein Catabolic Process (GO:0051603)	2/52	0.10636106697852801	0.2712007235392251	0	0	3.7378285714285715	8.376158658202714	LONP1;TNFAIP3
Positive Regulation Of Cell Population Proliferation (GO:0008284)	6/305	0.10887487581422767	0.2712007235392251	0	0	1.8898081323710614	4.19075533337752	ERBB3;EGF;RTKN2;ERBB2;TNFRSF11A;GLI1
Regulation Of Centriole Replication (GO:0046599)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CEP295NL
DNA Replication Checkpoint Signaling (GO:0000076)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	TOPBP1
Negative Regulation Of Interleukin-2 Production (GO:0032703)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	TNFAIP3
Negative Regulation Of Interleukin-8 Production (GO:0032717)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CD33
Negative Regulation Of Leukocyte Activation (GO:0002695)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CD33
Rac Protein Signal Transduction (GO:0016601)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	FARP2
Regulation Of Leukocyte Activation (GO:0002694)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	PJA2
Carbohydrate Derivative Catabolic Process (GO:1901136)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	NEU4
Regulation Of Smooth Muscle Contraction (GO:0006940)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	MYOCD
Regulation Of Transcription By RNA Polymerase I (GO:0006356)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	ERBB2
Dicarboxylic Acid Catabolic Process (GO:0043649)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	ACSF3
Positive Regulation Of Chromosome Segregation (GO:0051984)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	NCAPG2
Sensory Perception Of Taste (GO:0050909)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	TAS1R2
Ganglioside Biosynthetic Process (GO:0001574)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	B4GALNT1
Positive Regulation Of Muscle Cell Differentiation (GO:0051149)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	MYOCD
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	EGF
Melanosome Localization (GO:0032400)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	BBS2
Mesenchyme Development (GO:0060485)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	ZFP64
Midbody Abscission (GO:0061952)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CHMP1A
Mitotic Chromosome Condensation (GO:0007076)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CHMP1A
Regulation Of Autophagy Of Mitochondrion (GO:1903146)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	CSNK2A2
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)	1/11	0.11139049144441808	0.2712007235392251	0	0	9.314204545454546	20.44200868991772	MYOCD
Cellular Response To Chemical Stress (GO:0062197)	2/54	0.11324435017395283	0.2743499920058517	0	0	3.593626373626374	7.827663574070727	LONP1;NFE2L2
Regulation Of TOR Signaling (GO:0032006)	2/54	0.11324435017395283	0.2743499920058517	0	0	3.593626373626374	7.827663574070727	MINAR1;LARS1
Positive Regulation Of Protein Metabolic Process (GO:0051247)	3/110	0.11344537134747058	0.2743499920058517	0	0	2.6258459555269096	5.7149800688176855	ERBB2;TNFAIP3;PASK
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	4/174	0.11608557788746805	0.27862403085797577	0	0	2.2078204692281536	4.754381577252227	JKAMP;KLHL22;PJA2;NFE2L2
ERAD Pathway (GO:0036503)	2/55	0.11672837289712933	0.27862403085797577	0	0	3.5256064690026956	7.572670027807418	JKAMP;ATF6
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	2/56	0.12023933557065464	0.27862403085797577	0	0	3.46010582010582	7.329442021233798	EPRS1;PASK
Negative Regulation Of Protein Kinase Activity (GO:0006469)	2/56	0.12023933557065464	0.27862403085797577	0	0	3.46010582010582	7.329442021233798	DBNDD1;GSKIP
ATP Biosynthetic Process (GO:0006754)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	VPS9D1
Regulation Of Chromatin Organization (GO:1902275)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	SETD5
DNA Replication Initiation (GO:0006270)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	TOPBP1
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	GLI1
Negative Regulation Of Stem Cell Population Maintenance (GO:1902455)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	TET1
Ameboidal-Type Cell Migration (GO:0001667)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	FAT2
Regulation Of Protein Kinase A Signaling (GO:0010738)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	PJA2
Polyol Metabolic Process (GO:0019751)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	IPPK
Response To Amino Acid (GO:0043200)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	LARS1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	RTP5
Sensory Perception Of Bitter Taste (GO:0050913)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	RTP5
Glycoprotein Catabolic Process (GO:0006516)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	NEU4
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	TNFRSF11A
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	CD33
Late Endosome To Lysosome Transport (GO:1902774)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	CHMP1A
Long-Term Memory (GO:0007616)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	PJA2
Myeloid Cell Activation Involved In Immune Response (GO:0002275)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	MYO1C
Negative Regulation Of Calcium Ion Transport (GO:0051926)	1/12	0.12088313642219299	0.27862403085797577	0	0	8.46694214876033	17.89006466644295	CD33
DNA-templated Transcription (GO:0006351)	3/114	0.12269292981562473	0.2821937385759368	0	0	2.5305995650823236	5.309376422961656	GMEB2;GTF3C5;TAF1B
Regulation Of Defense Response (GO:0031347)	2/57	0.12377627456614466	0.28221886372919275	0	0	3.396987012987013	7.097255600926026	ZMPSTE24;NFE2L2
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	2/57	0.12377627456614466	0.28221886372919275	0	0	3.396987012987013	7.097255600926026	GSKIP;PRODH
Protein O-linked Glycosylation (GO:0006493)	2/57	0.12377627456614466	0.28221886372919275	0	0	3.396987012987013	7.097255600926026	POMT1;TET1
Mitochondrial Translation (GO:0032543)	2/58	0.12733824359886484	0.28221886372919275	0	0	3.3361224489795918	6.875442770165044	DROSHA;MRPL21
Regulation Of Centrosome Cycle (GO:0046605)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CHMP1A
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	TNFAIP3
Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	NFE2L2
Regulation Of Histone Acetylation (GO:0035065)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	MYOCD
Regulation Of Histone Modification (GO:0031056)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	MYOCD
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CSNK2A2
Regulation Of Mitotic Spindle Assembly (GO:1901673)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CHMP1A
Neuron Apoptotic Process (GO:0051402)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	ERBB3
Regulation Of Oligodendrocyte Differentiation (GO:0048713)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	ZNF365
Regulation Of Regulatory T Cell Differentiation (GO:0045589)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	FANCA
Cellular Response To Interferon-Beta (GO:0035458)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	OAS1
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	TNFAIP3
Regulation Of Transferase Activity (GO:0051338)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	NLRC5
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	LONP1
Positive Regulation Of Amyloid-Beta Formation (GO:1902004)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	IFNGR1
Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	GLI1
Sensory Perception Of Pain (GO:0019233)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	SCN9A
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CYP27B1
Striated Muscle Cell Differentiation (GO:0051146)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	MYOCD
Fat-Soluble Vitamin Metabolic Process (GO:0006775)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CYP27B1
fatty-acyl-CoA Biosynthetic Process (GO:0046949)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	ACSF3
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	TOPBP1
Mitotic Cytokinetic Process (GO:1902410)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	CHMP1A
ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	HELZ2
Negative Regulation Of Chemokine Production (GO:0032682)	1/13	0.13027494264650064	0.28221886372919275	0	0	7.760890151515151	15.817533224096312	OAS1
Positive Regulation Of Signal Transduction (GO:0009967)	4/183	0.1325744438181673	0.2866259475348777	0	0	2.0956502082862403	4.234493760730608	CYP27B1;MYO1C;TNFAIP3;GLI1
Regulation Of Protein Ubiquitination (GO:0031396)	2/60	0.13453357132944704	0.2884739965112103	0	0	3.220689655172414	6.460515070533914	MINAR1;TNFAIP3
Endocytosis (GO:0006897)	3/119	0.134623941113324	0.2884739965112103	0	0	2.4207788347205708	4.854315195662936	DENND1C;CUBN;AMPH
Protein-Containing Complex Assembly (GO:0065003)	4/185	0.13636404342872607	0.2884739965112103	0	0	2.0722383674512184	4.128784045817517	FARP2;EPRS1;LONP1;FANCA
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	EGF
Golgi To Plasma Membrane Protein Transport (GO:0043001)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	BBS2
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	LRIT3
Negative Regulation Of Monoatomic Ion Transport (GO:0043271)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	CD33
Regulation Of Glycogen Biosynthetic Process (GO:0005979)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	PASK
Oxoacid Metabolic Process (GO:0043436)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	THAP4
Peptidyl-Proline Modification (GO:0018208)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	PPIC
Peripheral Nervous System Development (GO:0007422)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	ERBB3
Regulation Of Synapse Organization (GO:0050807)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	SETD5
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	MYO1C
Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	PJA2
Positive Regulation Of Receptor Internalization (GO:0002092)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	EGF
Inositol Phosphate Metabolic Process (GO:0043647)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	IPPK
Insulin Secretion (GO:0030073)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	PTPRN2
Protein K63-linked Deubiquitination (GO:0070536)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	TNFAIP3
Protein Insertion Into Membrane (GO:0051205)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	RTP5
Receptor Clustering (GO:0043113)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	MUSK
Negative Regulation Of B Cell Activation (GO:0050869)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	TNFAIP3
Regulation Of Biomineral Tissue Development (GO:0070167)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	CYP27B1
Regulation Of Cell Size (GO:0008361)	1/14	0.1395669751853497	0.2884739965112103	0	0	7.163461538461538	14.106364996538513	LARS1
Monoatomic Cation Transmembrane Transport (GO:0098655)	4/187	0.14019740757303606	0.28922404119551903	0	0	2.0493382608420987	4.026342659283408	SLC36A1;NNT;SCN9A;CNGB1
