Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Central Nervous System Neuron Development (GO:0021954)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	NPY
Cotranslational Protein Targeting To Membrane (GO:0006613)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SRP9
Response To Iron Ion (GO:0010039)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	BCL2
Dendritic Spine Morphogenesis (GO:0060997)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	ZNF365
Sphingolipid Catabolic Process (GO:0030149)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	CEL
Steroid Catabolic Process (GO:0006706)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	CYP24A1
Establishment Of Protein Localization To Chromosome (GO:0070199)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	NABP2
Establishment Of Skin Barrier (GO:0061436)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	FA2H
Eye Photoreceptor Cell Differentiation (GO:0001754)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SDK2
tRNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0006388)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	TSEN2
Icosanoid Transport (GO:0071715)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SLCO3A1
Interleukin-6-Mediated Signaling Pathway (GO:0070102)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	JAK1
Lipid Oxidation (GO:0034440)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	ALOX5
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	ACSF3
Megakaryocyte Development (GO:0035855)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	GP9
Mitochondrial Genome Maintenance (GO:0000002)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	LONP1
Negative Regulation Of RNA Metabolic Process (GO:0051253)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	ZC3H10
Negative Regulation Of Adenylate Cyclase Activity (GO:0007194)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	PALM
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	CYP27B1
Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	MAP2K5
Negative Regulation Of Hippo Signaling (GO:0035331)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	WWC2
Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SVEP1
Negative Regulation Of Microtubule Depolymerization (GO:0007026)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	KATNB1
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	NFE2L2
Negative Regulation Of Oxidoreductase Activity (GO:0051354)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	HP
Negative Regulation Of Response To Cytokine Stimulus (GO:0060761)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	MAP2K5
Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	HEY1
Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	TNFAIP3
Neurotransmitter Biosynthetic Process (GO:0042136)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SLC44A4
Phagosome Maturation (GO:0090382)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	RAB7A
Positive Regulation Of Interleukin-13 Production (GO:0032736)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	PRKCZ
Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	BOK
Positive Regulation Of Nervous System Process (GO:0031646)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	EGR2
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	RAB27A
Positive Regulation Of Regulated Secretory Pathway (GO:1903307)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	RAB27A
Protein Localization To Chromosome, Telomeric Region (GO:0070198)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	NABP2
Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	TDG
Quaternary Ammonium Group Transport (GO:0015697)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	SLC44A4
Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	HLA-DRA
Regulation Of DNA Damage Checkpoint (GO:2000001)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	RFWD3
Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)	1/8	0.18075206759108114	0.39078907317170436	0	0	5.673920673920674	9.705973129661635	MAP2K5
Vesicle-Mediated Transport (GO:0016192)	8/222	0.1823125228438011	0.3937403360452939	0	0	1.4914018691588784	2.5384150574587916	DENND1C;VPS4B;CHMP1A;KIF5A;AGAP2;RAB27A;AMPH;RAB7A
MAPK Cascade (GO:0000165)	3/60	0.18337122665338662	0.3951797023599723	0	0	2.0942170240415856	3.552300171593058	EGF;MAP3K20;MAP2K5
Negative Regulation Of Developmental Process (GO:0051093)	3/60	0.18337122665338662	0.3951797023599723	0	0	2.0942170240415856	3.552300171593058	HEY1;NOTCH4;TET1
Ceramide Metabolic Process (GO:0006672)	2/32	0.18564363437879453	0.39879735956638696	0	0	2.650574712643678	4.46337269996595	FA2H;CEL
Endocytic Recycling (GO:0032456)	2/32	0.18564363437879453	0.39879735956638696	0	0	2.650574712643678	4.46337269996595	DENND1C;RAB7A
Mesenchymal Cell Differentiation (GO:0048762)	2/32	0.18564363437879453	0.39879735956638696	0	0	2.650574712643678	4.46337269996595	NOTCH4;ZFP64
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	6/156	0.18718826073772804	0.4016872687822386	0	0	1.594228855721393	2.6713543199617447	BBS2;DYNC2I1;AVIL;CFAP20;PTPDC1;AIF1L
Protein Complex Oligomerization (GO:0051259)	3/61	0.18959341476396852	0.4020431108885919	0	0	2.0579821200510855	3.4221637704293246	LRRC8C;LRRC8D;BOK
Negative Regulation Of Programmed Cell Death (GO:0043069)	8/225	0.19150974217323963	0.4020431108885919	0	0	1.4705069124423964	2.4304782333704007	CD74;ANKLE2;BCL2L10;ERBB3;MGMT;ERBB2;BCL2;HSP90B1
Anterior/Posterior Pattern Specification (GO:0009952)	2/33	0.19460005288633245	0.4020431108885919	0	0	2.5649133958366437	4.198272913627092	HEY1;DDIT3
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	2/33	0.19460005288633245	0.4020431108885919	0	0	2.5649133958366437	4.198272913627092	MUSK;RNF41
Regulation Of Bone Mineralization (GO:0030500)	2/33	0.19460005288633245	0.4020431108885919	0	0	2.5649133958366437	4.198272913627092	CYP27B1;ALOX5
Regulation Of Wnt Signaling Pathway (GO:0030111)	3/62	0.19586880268162676	0.4020431108885919	0	0	2.0229755178907722	3.2980776574917554	GSKIP;TNFAIP3;SULF2
Cellular Response To Oxygen-Containing Compound (GO:1901701)	8/227	0.19774772450848183	0.4020431108885919	0	0	1.4568949771689497	2.361281735118444	RAMP3;SYT1;ERCC6L2;LARS1;TNFAIP3;GBP2;TSHR;HSP90B1
Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	JAK1
Regulation Of Integrin Activation (GO:0033623)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	FARP2
Activin Receptor Signaling Pathway (GO:0032924)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	SMAD3
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ADRA1D
Amyloid Precursor Protein Catabolic Process (GO:0042987)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ABCG1
Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	OAS1
Astrocyte Development (GO:0014002)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	IFNGR1
Cardiocyte Differentiation (GO:0035051)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	MYOCD
Regulation Of Protein Sumoylation (GO:0033233)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PIAS1
Cellular Response To Gamma Radiation (GO:0071480)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	MAP3K20
Regulation Of Synaptic Vesicle Exocytosis (GO:2000300)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	RAB3GAP1
Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ENPEP
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	NLRC5
Regulation Of Vasculogenesis (GO:2001212)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	HEY1
Response To UV-B (GO:0010224)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	MAP3K20
Detection Of Visible Light (GO:0009584)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CNGB1
Retinal Metabolic Process (GO:0042574)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ALDH1A3
Digestive Tract Morphogenesis (GO:0048546)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	GLI1
Ribosomal Small Subunit Assembly (GO:0000028)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	RPS14
Endoderm Development (GO:0007492)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	HOXC11
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	VPS4B
Sodium-Independent Organic Anion Transport (GO:0043252)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	SLCO3A1
Epithelial Cell-Cell Adhesion (GO:0090136)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	KIFC3
Stem Cell Development (GO:0048864)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	TCOF1
Striated Muscle Cell Development (GO:0055002)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	TMOD3
Ureteric Bud Development (GO:0001657)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ROBO2
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	MYO1C
Inner Dynein Arm Assembly (GO:0036159)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	DNAI3
Intestinal Lipid Absorption (GO:0098856)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CEL
Intraciliary Retrograde Transport (GO:0035721)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	DYNC2I1
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ACSF3
Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ACAD9
Membrane Depolarization (GO:0051899)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CNGB1
Mesonephric Tubule Development (GO:0072164)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ROBO2
Mitophagy (GO:0000423)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ATG4B
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	NABP2
Muscle Filament Sliding (GO:0030049)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	MYL6B
Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CD74
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	NABP2
Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CSNK1A1
Negative Regulation Of Cilium Assembly (GO:1902018)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ODF2L
Negative Regulation Of Complement Activation (GO:0045916)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	SVEP1
Negative Regulation Of Cyclase Activity (GO:0031280)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PALM
Negative Regulation Of Lyase Activity (GO:0051350)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PALM
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	GBP7
Neural Crest Cell Differentiation (GO:0014033)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	TCOF1
Neuron Cell-Cell Adhesion (GO:0007158)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	NRXN3
Nucleosome Disassembly (GO:0006337)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	SMARCC2
Oxygen Transport (GO:0015671)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	IPCEF1
Peptide Catabolic Process (GO:0043171)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ENPEP
Phospholipid Homeostasis (GO:0055091)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	ABCG1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	HLA-DRA
Positive Regulation Of T-helper Cell Differentiation (GO:0045624)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PRKCZ
Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PDE9A
Positive Regulation Of Cell Activation (GO:0050867)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	GP9
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PRKCZ
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CD74
Protein K48-linked Deubiquitination (GO:0071108)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	TNFAIP3
Protein O-linked Mannosylation (GO:0035269)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	POMT1
Protein Peptidyl-Prolyl Isomerization (GO:0000413)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	PPIC
Pyrimidine Nucleobase Metabolic Process (GO:0006206)	1/9	0.2009217928857628	0.4020431108885919	0	0	4.964373464373464	7.967022810863018	CRMP1
Positive Regulation Of Neuron Projection Development (GO:0010976)	3/63	0.2021943771550557	0.4041881646502353	0	0	1.989135802469136	3.179684862386748	MUSK;AVIL;ROR2
SMAD Protein Signal Transduction (GO:0060395)	2/34	0.20360973613678773	0.40511283904941986	0	0	2.4846059113300494	3.9543749742848657	LEFTY1;SMAD3
Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	2/34	0.20360973613678773	0.40511283904941986	0	0	2.4846059113300494	3.9543749742848657	TCOF1;EIF2S1
Autophagosome Organization (GO:1905037)	2/34	0.20360973613678773	0.40511283904941986	0	0	2.4846059113300494	3.9543749742848657	RAB7A;ATG2B
Response To Organic Cyclic Compound (GO:0014070)	2/34	0.20360973613678773	0.40511283904941986	0	0	2.4846059113300494	3.9543749742848657	CYP27B1;CYP24A1
Regulation Of Signal Transduction (GO:0009966)	5/127	0.20366218657918725	0.40511283904941986	0	0	1.6322255217019892	2.597348403807765	ERBB3;LRIT3;GSKIP;RGS12;GLI1
Activation Of GTPase Activity (GO:0090630)	3/64	0.20856715797916284	0.4077013834507131	0	0	1.9564055859137826	3.0666543872216843	SYDE2;TIAM2;AGAP2
Lipid Transport (GO:0006869)	3/64	0.20856715797916284	0.4077013834507131	0	0	1.9564055859137826	3.0666543872216843	GM2A;SLC10A1;ESYT1
Cilium Organization (GO:0044782)	5/129	0.21241246730711577	0.4077013834507131	0	0	1.6056991915472665	2.487589802155239	BBS2;DYNC2I1;AVIL;CFAP20;PTPDC1
Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	ALOX5;RNF41
Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	SYT1;GRIK3
Renal System Development (GO:0072001)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	MYOCD;SULF2
tRNA Processing (GO:0008033)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	ANKRD16;TSEN2
Telomere Organization (GO:0032200)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	H3-3A;ZNF365
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	TNFAIP3;CD33
Positive Regulation Of Secretion By Cell (GO:1903532)	2/35	0.21266466460605166	0.4077013834507131	0	0	2.4091655470965816	3.729481497824724	RAB27A;CD33
Organelle Organization (GO:0006996)	8/232	0.21369748925386847	0.4077013834507131	0	0	1.4239285714285714	2.1973978365595643	CSNK1A1;FAM174B;VPS4B;CHMP1A;LONP1;TNFAIP3;RAB3GAP1;RAB7A
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	3/65	0.2149842002619997	0.4077013834507131	0	0	1.924731182795699	2.958678952546039	FBH1;RFWD3;NABP2
Positive Regulation Of Translation (GO:0045727)	3/65	0.2149842002619997	0.4077013834507131	0	0	1.924731182795699	2.958678952546039	ERBB2;SAMD4A;PASK
Positive Regulation Of Cytokine Production (GO:0001819)	7/199	0.21994319145303998	0.4077013834507131	0	0	1.452878221113882	2.200218418352907	CD74;DDIT3;RFTN1;PRKCZ;TANK;IL17RA;SULF2
Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	ABCG1
DNA Biosynthetic Process (GO:0071897)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	POLE
Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	CEL
Actin Filament Capping (GO:0051693)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	AVIL
Actin-Myosin Filament Sliding (GO:0033275)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	MYL6B
Adrenergic Receptor Signaling Pathway (GO:0071875)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	ADRA1D
Regulation Of Microtubule Depolymerization (GO:0031114)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	KATNB1
Anterior/Posterior Axis Specification (GO:0009948)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	DDIT3
Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	BOK
Barbed-End Actin Filament Capping (GO:0051016)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	AVIL
Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	NFE2L2
Regulation Of Oxidoreductase Activity (GO:0051341)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	HP
Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	NOTCH4
Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	HEY1
Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	OS9
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	PRODH
Cellular Response To ATP (GO:0071318)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	HSP90B1
Cellular Response To Acid Chemical (GO:0071229)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	LARS1
Regulation Of Steroid Metabolic Process (GO:0019218)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	ABCG1
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	TFDP1
Chondroitin Sulfate Biosynthetic Process (GO:0030206)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	CHST11
Cranial Nerve Development (GO:0021545)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	ERBB3
Embryonic Digit Morphogenesis (GO:0042733)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	MAP3K20
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	BCL2
Skin Epidermis Development (GO:0098773)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	FA2H
Glutamine Family Amino Acid Catabolic Process (GO:0009065)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	PRODH
Heme Biosynthetic Process (GO:0006783)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	COX10
Vesicle Transport Along Microtubule (GO:0047496)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	KIF5A
Intracellular Cholesterol Transport (GO:0032367)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	ABCG1
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	MCUB
Myoblast Differentiation (GO:0045445)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	MYOCD
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	UBASH3A
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	MYOCD
Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	FBH1
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	NOTCH4
Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	SULF2
Negative Regulation Of Osteoclast Differentiation (GO:0045671)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	FSTL3
Negative Regulation Of Protein Depolymerization (GO:1901880)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	KATNB1
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	GBP7
Phosphate Ion Transport (GO:0006817)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	SLC37A1
Polysaccharide Biosynthetic Process (GO:0000271)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	NDST1
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	1/10	0.2205961305843586	0.4077013834507131	0	0	4.412503412503413	6.669153465161653	COX10
